GEOID,NAME,crashes_per_1K_16_19,crashes_per_1K_20_23,pct_chg_16_19_to_20_23
42101038700,Census Tract 387,1.4258188824662814,0.6643220007815553,-53.40768670194227
42101023600,Census Tract 236,1.5465112540464985,1.0744130521289297,-30.526658029956653
42101024300,Census Tract 243,1.4688940092165899,0.9276879162702188,-36.8444618570549
42101024500,Census Tract 245,2.019099590723056,1.0603588907014683,-47.48357656187998
42101024600,Census Tract 246,2.2818791946308723,1.5673981191222568,-31.3110824267011
42101038900,Census Tract 389,2.364672364672365,1.7206182560513268,-27.236505075419803
42101026000,Census Tract 260,0.5317381189764041,0.6540222367560496,22.997056899934588
42101001700,Census Tract 17,0.5412719891745602,0.16789791806581597,-68.9808596373405
42101002100,Census Tract 21,0.7894736842105263,0.5501481168006771,-30.314571871914232
42101017500,Census Tract 175,1.6214622641509433,1.563430613460393,-3.578970166224482
42101017900,Census Tract 179,1.7862738953306172,0.7490636704119851,-58.065575924830796
42101018300,Census Tract 183,4.065244667503136,3.651825912956478,-10.16959096832366
42101037900,Census Tract 379,2.940992181283243,1.88050930460333,-36.058677184826536
42101019100,Census Tract 191,1.5266299357208448,1.3096893834028744,-14.210421742813217
42101019700,Census Tract 197,1.1477965140994757,0.7708271568336793,-32.84287350894722
42101020101,Census Tract 201.01,1.5920129519697785,2.3153942428035044,45.43815362423369
42101020200,Census Tract 202,3.9923039923039925,2.845719661335842,-28.719865350395
42101020500,Census Tract 205,6.746506986027945,3.8498250079541836,-42.9360257696732
42101021000,Census Tract 210,0.5706977897078169,0.38358266206367475,-32.78707768255777
42101021600,Census Tract 216,0.9368959141282553,0.44326241134751776,-52.68819036744803
42101026100,Census Tract 261,0.599291746118224,0.38115038115038113,-36.39986139986141
42101026500,Census Tract 265,1.0613833362816203,0.8938547486033519,-15.78398510242085
42101026700,Census Tract 267,0.9580838323353293,0.8246874168661877,-13.923250864591651
42101027401,Census Tract 274.01,1.360759493670886,0.589512876202296,-56.677658400017314
42101027700,Census Tract 277,1.6618196925633568,1.2314796998268231,-25.895709062920915
42101027902,Census Tract 279.02,1.507300989166274,1.2011400651465798,-20.311863802931597
42101028300,Census Tract 283,1.735713116096283,2.0626432391138274,18.83549303083154
42101029100,Census Tract 291,3.1135072344076034,2.1547729379054683,-30.79274349862078
42101029200,Census Tract 292,8.142161768337294,4.188363142404347,-48.55956855718859
42101030100,Census Tract 301,0.7155322862129144,0.6156405990016639,-13.960472383425993
42101980200,Census Tract 9802,11.266307969604673,8.88888888888889,-21.10202461294164
42101038600,Census Tract 386,0.7758815369229279,0.35842293906810035,-53.804424772166705
42101037500,Census Tract 375,1.5714285714285716,0.945945945945946,-39.8034398034398
42101034200,Census Tract 342,0.49962938316842653,0.27616680475006905,-44.72566785429183
42101036000,Census Tract 360,2.289846339258813,1.6875181844631948,-26.304304549561262
42101034501,Census Tract 345.01,0.22240756185710314,0.24217961654894046,8.890010090817357
42101010600,Census Tract 106,1.0969976905311778,0.27793218454697055,-74.66428717708669
42101013300,Census Tract 133,1.998316278157387,0.8857142857142857,-55.6769718890051
42101015600,Census Tract 156,1.9230769230769231,1.141826923076923,-40.625000000000014
42101028500,Census Tract 285,1.519536903039074,0.8,-47.352380952380955
42101029300,Census Tract 293,1.4615384615384615,0.8139208532135841,-44.31067846433372
42101038000,Census Tract 380,2.5854513584574934,2.357563850687623,-8.814225300522793
42101039002,Census Tract 390.02,1.4853335498568598,0.7897545357524013,-46.8298190781115
42101039001,Census Tract 390.01,1.8733465844638504,1.2601927353595257,-32.730400994101615
42101001204,Census Tract 12.04,0.8020550121817732,0.6700701978302489,-16.45583062843724
42101980001,Census Tract 9800.01,7247.614346824614,Inf,NA
42101020701,Census Tract 207.01,3.4162633011911163,1.206776514272453,-64.67554143582265
42101980002,Census Tract 9800.02,6545.039486673248,Inf,NA
42101000404,Census Tract 4.04,2.793537962203792,0.7348242811501597,-73.69556844788804
42101000701,Census Tract 7.01,3.174941465602938,1.1068068622025455,-65.13929865499561
42101001203,Census Tract 12.03,0.44053760521314145,0.513083632632119,16.467612880375615
42101001301,Census Tract 13.01,1.4382137451573764,0.8569898232458489,-40.41290273219625
42101036600,Census Tract 366,14.836551961953742,13.616071428571427,-8.226173685854143
42101037800,Census Tract 378,15.078162793883656,14.085778781038375,-6.5815976814352695
42101980400,Census Tract 9804,Inf,Inf,NA
42101023500,Census Tract 235,0.858034321372855,1.0869565217391304,26.67984189723318
42101980100,Census Tract 9801,303.17896389324954,31.921824104234524,-89.47096338930879
42101038100,Census Tract 381,60.5515587529976,56.15384615384615,-7.262757044935264
42101989200,Census Tract 9892,Inf,Inf,NA
42101039100,Census Tract 391,2.2682831443097378,1.3238916256157636,-41.63463988449124
42101014202,Census Tract 142.02,5.55977477059026,2.639683238011439,-52.52175947891512
42101001302,Census Tract 13.02,0.5324820136358067,0.4409911801763965,-17.181957534059688
42101002200,Census Tract 22,0.7547169811320755,0.6617038875103392,-12.324234904880072
42101003100,Census Tract 31,0.7177587404491781,0.4185768387482559,-41.682794627299444
42101005400,Census Tract 54,3.0868167202572345,1.8401380103507763,-40.387195706344635
42101009200,Census Tract 92,1.5877437325905293,0.8420441347270615,-46.96599221631315
42101010900,Census Tract 109,1.4104372355430184,1.0305483989694517,-26.934118513065876
42101011900,Census Tract 119,1.051276550096546,0.6822262118491921,-35.10497197083503
42101012204,Census Tract 122.04,0.9344314143972425,0.6896551724137931,-26.195206861847954
42101016702,Census Tract 167.02,1.2869038607115821,2.3689320388349517,84.07995431182185
42101017702,Census Tract 177.02,1.5485074626865671,1.2695725772323319,-18.013144410056636
42101018400,Census Tract 184,2.6327532351628737,3.178928247048138,20.74539324804876
42101038800,Census Tract 388,1.718213058419244,0.8341759352881698,-51.450960566228524
42101025900,Census Tract 259,0.7481296758104738,0.3943400603108328,-47.28987860511869
42101027800,Census Tract 278,1.5682857765192768,1.3183785911058639,-15.935054003235816
42101000805,Census Tract 8.05,0.30275378127394714,0.0774593338497289,-74.41507302607735
42101028800,Census Tract 288,3.349340157789351,2.1021021021021022,-37.23832148808849
42101031200,Census Tract 312,1.7302294499798279,1.1512195121951219,-33.46434415339864
42101031800,Census Tract 318,2.7362631582464054,1.6886930983847284,-38.284697022088885
42101034502,Census Tract 345.02,0.6877323420074349,0.3963011889035667,-42.37566496483274
42101034803,Census Tract 348.03,0.6243996157540825,0.659731032732809,5.658462319208346
42101035800,Census Tract 358,0.5872242910340876,0.5526657997399219,-5.885058200386939
42101034702,Census Tract 347.02,0.7603565810173046,0.60431654676259,-20.521954849913172
42101000803,Census Tract 8.03,0.4662004662004662,0.333555703802535,-28.452301534356238
42101980800,Census Tract 9808,Inf,Inf,NA
42101980300,Census Tract 9803,Inf,Inf,NA
42101013601,Census Tract 136.01,0.640542577241899,0.17349063150589866,-72.9150508225497
42101011100,Census Tract 111,5.670595731124562,2.7167201778216845,-52.09109753830187
42101014900,Census Tract 149,1.637239165329053,0.9263547938860583,-43.419702294998594
42101017800,Census Tract 178,2.2171787709497206,1.774878640776699,-19.94878067426038
42101024400,Census Tract 244,3.3077180086869364,2.2429906542056073,-32.189181534975944
42101027100,Census Tract 271,1.6845878136200716,1.2265235722499042,-27.191473051548243
42101031501,Census Tract 315.01,1.516335782397999,1.0429201764941836,-31.221027123368117
42101034100,Census Tract 341,0.5118829981718465,0.34317089910775567,-32.95911363859202
42101017602,Census Tract 176.02,2.66482885366414,2.258222876779578,-15.258239804987051
